"Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend"
"H00145,Coimbatore Care Hospital 145,Chennai,Multispeciality,766.0,1128.0,16.0,yes,NO,No,No,4.9,4.8,2.3,52.0,149.0,94.0,3.5,Yes,Contactless Healthcare"
"H00146,Hyderabad Care Hospital 146,Hyderabad,Specialty,1233.0,1380.0,125.0,YES,Yes,No,No,4.2,4.3,2.2,57.0,205.0,82.0,3.0,Yes,Smart Hospital"
"H00147,Chennai Care Hospital 147,Hyderabad,Private,843.0,1128.0,126.0,Yes,Yes,No,Yes,3.6,3.0,2.0,45.0,121.0,100.0,3.5,No,Unknown"
"H00148,Hyderabad Care Hospital 148,Jaipur,Government,1228.0,552.0,100.0,YES,NO,Yes,Yes,3.1,4.4,4.8,35.0,207.0,64.0,2.4,Yes,Digital Patient Care"
"H00149,Madurai Care Hospital 149,Coimbatore,Specialty,232.0,509.0,41.0,yes,Yes,No,Yes,2.1,3.9,2.6,72.0,196.0,50.0,3.5,yes,AI Healthcare"
"H00150,Kochi Care Hospital 150,Jaipur,Specialty,1165.0,1128.0,48.0,No,NO,Yes,No,3.6,4.6,3.6,37.0,145.0,57.0,2.5,No,Digital Patient Care"
"H00151,Mumbai Care Hospital 151,Delhi,Multispeciality,123.0,1060.0,116.0,YES,No,No,Yes,3.5,4.4,3.5,92.0,177.0,52.0,4.3,No,Contactless Healthcare"
"H00152,Coimbatore Care Hospital 152,Madurai,Government,275.0,660.0,116.0,Yes,Yes,No,No,3.5,3.5,4.9,36.0,102.0,75.0,2.8,YES,Enhanced Security"
"H00153,Pune Care Hospital 153,Hyderabad,Multispeciality,131.0,1467.0,9.0,YES,YES,Yes,Yes,4.1,3.8,3.1,33.0,64.0,68.0,4.2,Yes,Unknown"
"H00154,Jaipur Care Hospital 154,Mumbai,Government,1035.0,1167.0,58.0,YES,Yes,No,No,4.7,4.1,4.1,67.0,116.0,96.0,3.5,YES,Digital Patient Care"
"H00155,Bengaluru Care Hospital 155,Hyderabad,Specialty,505.0,63.0,121.0,Yes,NO,Yes,No,2.0,3.6,2.1,58.0,133.0,86.0,3.7,YES,AI Healthcare"
"H00156,Kochi Care Hospital 156,Bengaluru,Government,1225.0,960.0,8.0,YES,Yes,Yes,No,2.2,4.6,4.0,68.0,47.0,84.0,2.6,Yes,AI Healthcare"
"H00157,Mumbai Care Hospital 157,Hyderabad,Government,1486.0,1591.0,21.0,yes,YES,Yes,No,2.7,3.5,2.1,99.0,140.0,92.0,4.1,YES,Contactless Healthcare"
"H00158,Bengaluru Care Hospital 158,Mumbai,Government,264.0,835.0,99.0,No,YES,No,No,3.2,4.4,3.1,33.0,87.0,96.0,3.4,Yes,Unknown"
"H00159,Mumbai Care Hospital 159,Bengaluru,Government,800.8190675017397,514.0,75.0,yes,No,Yes,Yes,4.3,3.5,2.7,57.0,220.0,95.0,2.2,yes,AI Healthcare"
"H00160,Mumbai Care Hospital 160,Kochi,Government,141.0,1559.0,107.0,yes,YES,Yes,Yes,3.3,4.9,3.7,35.0,218.0,85.0,3.6,YES,Smart Hospital"
"H00161,Pune Care Hospital 161,Chennai,Government,800.8190675017397,1086.0,34.0,YES,No,No,No,2.6,3.5,4.9,37.0,54.0,89.0,4.0,YES,Enhanced Security"
"H00162,Coimbatore Care Hospital 162,Bengaluru,Specialty,385.0,1947.0,26.0,Yes,NO,No,No,3.5,3.2,4.7,41.0,120.0,66.0,3.5,yes,Contactless Healthcare"
"H00163,Pune Care Hospital 163,Jaipur,Private,660.0,1165.0,106.0,Yes,Yes,No,No,2.6,3.7,4.5,80.0,200.0,75.0,4.4,yes,Unknown"
"H00164,Jaipur Care Hospital 164,Mumbai,Multispeciality,302.0,934.0,99.0,yes,YES,No,No,2.9,2.6,4.2,41.0,34.0,78.0,3.5,Yes,Digital Patient Care"
"H00165,Delhi Care Hospital 165,Chennai,Multispeciality,651.0,2185.0,149.0,yes,Yes,No,No,2.9,2.0,2.0,67.0,22.0,57.0,3.4,No,Digital Patient Care"
"H00166,Hyderabad Care Hospital 166,Hyderabad,Multispeciality,972.0,1520.0,147.0,No,No,No,Yes,3.5,5.0,3.4,41.0,7.0,90.0,2.5,No,Enhanced Security"
"H00167,Kochi Care Hospital 167,Hyderabad,Specialty,982.0,1742.0,75.0,yes,No,No,No,3.5,2.0,4.9,57.0,47.0,71.0,4.6,YES,Enhanced Security"
"H00168,Delhi Care Hospital 168,Delhi,Specialty,800.8190675017397,567.0,133.0,Yes,No,No,No,2.3,3.4,3.5,78.0,115.0,75.0,2.1,No,IoT Healthcare"
"H00169,Chennai Care Hospital 169,Pune,Specialty,146.0,2177.0,94.0,yes,NO,No,Yes,4.6,3.4,2.5,94.0,122.0,64.0,4.9,No,Unknown"
"H00170,Coimbatore Care Hospital 170,Jaipur,Private,491.0,425.0,93.0,YES,No,No,Yes,4.6,4.2,2.8,45.0,133.0,96.0,3.3,Yes,IoT Healthcare"
"H00171,Coimbatore Care Hospital 171,Jaipur,Multispeciality,1264.0,685.0,65.0,yes,No,No,No,2.4,2.2,3.0,70.0,170.0,88.0,4.0,yes,Unknown"
"H00172,Jaipur Care Hospital 172,Kochi,Multispeciality,1124.0,379.0,111.0,Yes,Yes,Yes,Yes,3.4,3.5,3.5,63.0,67.0,70.0,3.4,No,Digital Patient Care"
"H00173,Madurai Care Hospital 173,Hyderabad,Government,924.0,845.0,114.0,yes,YES,Yes,Yes,2.6,2.5,3.9,67.0,160.0,93.0,2.4,No,Patient-Centric Care"
"H00174,Kochi Care Hospital 174,Hyderabad,Government,530.0,1128.0,31.0,Yes,YES,No,Yes,3.6,3.5,4.2,67.0,108.0,65.0,2.7,yes,AI Healthcare"
"H00175,Delhi Care Hospital 175,Madurai,Government,908.0,1964.0,144.0,Yes,Yes,Yes,No,3.7,4.0,4.7,78.0,182.0,90.0,3.9,Yes,Contactless Healthcare"
"H00176,Hyderabad Care Hospital 176,Coimbatore,Private,1419.0,519.0,39.0,YES,Yes,No,Yes,3.5,2.1,3.9,46.0,69.0,62.0,2.6,YES,Digital Patient Care"
"H00177,Kochi Care Hospital 177,Coimbatore,Multispeciality,1380.0,1128.0,49.0,Yes,No,No,No,4.8,2.1,3.0,83.0,58.0,56.0,2.3,Yes,Green Hospital"
"H00178,Chennai Care Hospital 178,Madurai,Private,1026.0,481.0,123.0,YES,Yes,No,Yes,3.5,2.0,4.4,58.0,69.0,61.0,3.5,Yes,Enhanced Security"
"H00179,Bengaluru Care Hospital 179,Bengaluru,Multispeciality,501.0,294.0,145.0,YES,YES,Yes,Yes,3.3,2.3,3.0,100.0,91.0,68.0,3.5,YES,Contactless Healthcare"
"H00180,Delhi Care Hospital 180,Jaipur,Specialty,608.0,1675.0,146.0,YES,NO,Yes,No,4.1,4.0,3.2,67.0,116.0,96.0,2.8,No,IoT Healthcare"
"H00181,Delhi Care Hospital 181,Kochi,Multispeciality,623.0,441.0,18.0,No,No,Yes,Yes,4.3,4.4,4.3,42.0,70.0,63.0,2.9,YES,IoT Healthcare"
"H00182,Jaipur Care Hospital 182,Chennai,Government,1402.0,439.0,142.0,No,No,No,Yes,3.0,3.2,4.7,43.0,216.0,51.0,4.5,Yes,IoT Healthcare"
"H00183,Chennai Care Hospital 183,Delhi,Specialty,1391.0,1128.0,75.0,yes,Yes,Yes,No,4.1,4.5,3.7,95.0,116.0,75.0,4.4,Yes,Unknown"
"H00184,Hyderabad Care Hospital 184,Delhi,Specialty,1270.0,1850.0,136.0,Yes,Yes,Yes,No,2.7,2.1,3.5,90.0,116.0,76.0,2.7,YES,AI Healthcare"
"H00185,Pune Care Hospital 185,Chennai,Multispeciality,863.0,743.0,126.0,Yes,No,Yes,Yes,3.7,4.6,3.6,63.0,39.0,75.0,3.9,Yes,AI Healthcare"
"H00186,Coimbatore Care Hospital 186,Pune,Multispeciality,326.0,328.0,113.0,Yes,NO,Yes,Yes,4.8,3.0,3.7,99.0,30.0,76.0,2.3,YES,Green Hospital"
"H00187,Mumbai Care Hospital 187,Bengaluru,Multispeciality,829.0,1661.0,37.0,Yes,No,Yes,Yes,3.8,3.3,4.8,63.0,135.0,78.0,4.3,YES,Enhanced Security"
"H00188,Bengaluru Care Hospital 188,Delhi,Specialty,744.0,962.0,44.0,YES,NO,No,Yes,2.5,2.1,3.0,44.0,88.0,81.0,4.7,No,IoT Healthcare"
"H00189,Hyderabad Care Hospital 189,Pune,Specialty,1316.0,765.0,75.0,YES,Yes,No,Yes,3.1,3.3,2.3,67.0,9.0,96.0,3.9,Yes,Digital Patient Care"
"H00190,Madurai Care Hospital 190,Madurai,Specialty,800.8190675017397,2198.0,140.0,YES,Yes,No,Yes,3.4,4.1,2.1,60.0,133.0,100.0,4.1,YES,Unknown"
"H00191,Hyderabad Care Hospital 191,Hyderabad,Private,1300.0,973.0,75.0,No,Yes,No,No,3.1,4.4,4.9,64.0,140.0,93.0,3.2,YES,Contactless Healthcare"
"H00192,Mumbai Care Hospital 192,Kochi,Specialty,144.0,1373.0,106.0,Yes,NO,No,Yes,2.8,3.5,2.1,91.0,175.0,53.0,3.7,No,IoT Healthcare"
"H00193,Jaipur Care Hospital 193,Coimbatore,Government,398.0,199.0,133.0,Yes,YES,No,No,3.9,2.3,3.4,32.0,213.0,71.0,3.5,No,Patient-Centric Care"
"H00194,Madurai Care Hospital 194,Pune,Multispeciality,1462.0,1244.0,131.0,yes,NO,No,No,3.6,3.5,4.6,61.0,206.0,80.0,4.8,YES,Digital Patient Care"
"H00195,Bengaluru Care Hospital 195,Hyderabad,Multispeciality,1273.0,131.0,44.0,yes,No,No,No,3.5,3.9,4.2,42.0,171.0,79.0,4.8,No,Patient-Centric Care"
"H00196,Chennai Care Hospital 196,Mumbai,Multispeciality,800.8190675017397,2152.0,36.0,yes,Yes,No,No,3.8,2.8,3.1,86.0,160.0,75.0,4.8,YES,Green Hospital"
"H00197,Bengaluru Care Hospital 197,Pune,Private,495.0,1148.0,75.0,YES,YES,No,Yes,2.7,4.9,2.7,64.0,183.0,76.0,4.3,YES,IoT Healthcare"
"H00198,Pune Care Hospital 198,Jaipur,Multispeciality,1114.0,1011.0,23.0,No,No,No,Yes,3.5,3.3,2.8,48.0,60.0,99.0,3.8,YES,IoT Healthcare"
"H00199,Bengaluru Care Hospital 199,Madurai,Specialty,486.0,1100.0,128.0,Yes,No,Yes,No,3.9,3.5,2.3,97.0,116.0,55.0,4.8,Yes,Green Hospital"
"H00200,Delhi Care Hospital 200,Bengaluru,Multispeciality,800.8190675017397,445.0,20.0,Yes,NO,No,Yes,4.7,2.8,4.9,60.0,9.0,81.0,3.6,yes,Contactless Healthcare"
"H00201,Madurai Care Hospital 201,Jaipur,Specialty,800.8190675017397,676.0,42.0,yes,Yes,No,No,2.3,2.7,3.2,93.0,211.0,83.0,4.6,YES,Smart Hospital"
"H00202,Coimbatore Care Hospital 202,Jaipur,Specialty,1090.0,1290.0,118.0,No,Yes,No,No,3.2,2.2,3.5,67.0,22.0,51.0,3.5,yes,Contactless Healthcare"
"H00203,Mumbai Care Hospital 203,Pune,Government,605.0,1128.0,136.0,YES,Yes,No,No,2.2,3.5,2.8,81.0,170.0,75.0,2.5,Yes,Contactless Healthcare"
"H00204,Delhi Care Hospital 204,Madurai,Specialty,723.0,1128.0,14.0,Yes,YES,No,No,3.5,3.1,2.2,61.0,213.0,96.0,2.9,YES,Unknown"
"H00205,Kochi Care Hospital 205,Coimbatore,Specialty,316.0,1351.0,75.0,No,Yes,No,Yes,4.8,2.0,4.3,40.0,144.0,76.0,4.2,No,AI Healthcare"
"H00206,Mumbai Care Hospital 206,Mumbai,Private,393.0,647.0,28.0,Yes,No,No,No,3.5,4.6,2.1,38.0,22.0,99.0,2.3,YES,Digital Patient Care"
"H00207,Coimbatore Care Hospital 207,Coimbatore,Specialty,715.0,199.0,6.0,YES,YES,Yes,No,2.5,4.1,4.7,90.0,194.0,75.0,4.9,Yes,Patient-Centric Care"
"H00208,Kochi Care Hospital 208,Mumbai,Private,512.0,1966.0,75.0,YES,No,No,Yes,2.6,4.2,3.3,99.0,104.0,89.0,3.8,yes,Enhanced Security"
"H00209,Chennai Care Hospital 209,Madurai,Private,1005.0,1667.0,117.0,YES,YES,Yes,Yes,3.6,3.3,4.7,64.0,71.0,51.0,2.3,yes,AI Healthcare"
"H00210,Hyderabad Care Hospital 210,Chennai,Multispeciality,632.0,1172.0,27.0,No,NO,Yes,No,4.0,4.6,2.4,70.0,116.0,75.0,3.5,yes,IoT Healthcare"
"H00211,Pune Care Hospital 211,Chennai,Multispeciality,649.0,369.0,84.0,YES,No,Yes,No,2.9,3.8,2.9,47.0,182.0,69.0,4.9,No,Smart Hospital"
"H00212,Pune Care Hospital 212,Mumbai,Specialty,198.0,1933.0,62.0,yes,Yes,Yes,Yes,3.5,4.5,2.7,38.0,181.0,75.0,3.5,YES,Contactless Healthcare"
"H00213,Chennai Care Hospital 213,Mumbai,Government,1062.0,1713.0,47.0,YES,NO,No,Yes,3.1,2.2,3.3,67.0,105.0,52.0,2.9,YES,Patient-Centric Care"
"H00214,Kochi Care Hospital 214,Hyderabad,Government,1382.0,135.0,75.0,yes,YES,No,No,2.3,3.4,2.1,97.0,23.0,68.0,2.8,YES,Green Hospital"
"H00215,Mumbai Care Hospital 215,Coimbatore,Multispeciality,952.0,1128.0,82.0,YES,NO,No,No,4.3,2.0,3.5,46.0,193.0,91.0,3.8,Yes,Contactless Healthcare"
"H00216,Chennai Care Hospital 216,Mumbai,Multispeciality,902.0,2049.0,75.0,yes,No,Yes,Yes,2.7,2.2,2.4,83.0,140.0,73.0,4.1,Yes,Digital Patient Care"
"H00217,Delhi Care Hospital 217,Madurai,Multispeciality,800.8190675017397,511.0,78.0,yes,No,Yes,No,3.0,4.0,4.8,59.0,124.0,67.0,3.1,YES,Unknown"
"H00218,Pune Care Hospital 218,Delhi,Specialty,580.0,2168.0,137.0,No,No,Yes,No,4.1,3.5,3.9,75.0,67.0,86.0,3.3,YES,IoT Healthcare"
"H00219,Jaipur Care Hospital 219,Pune,Specialty,782.0,2127.0,63.0,No,No,Yes,Yes,4.9,3.5,3.5,42.0,13.0,67.0,4.1,YES,Enhanced Security"
"H00220,Hyderabad Care Hospital 220,Hyderabad,Multispeciality,786.0,2042.0,42.0,yes,Yes,Yes,Yes,4.6,3.1,2.2,93.0,124.0,61.0,3.7,Yes,Green Hospital"
"H00221,Mumbai Care Hospital 221,Mumbai,Government,649.0,625.0,59.0,No,No,No,No,3.7,4.3,2.2,65.0,73.0,68.0,4.2,yes,IoT Healthcare"
"H00222,Hyderabad Care Hospital 222,Pune,Multispeciality,1003.0,1145.0,52.0,YES,YES,No,No,2.2,4.5,2.2,63.0,184.0,82.0,4.0,YES,Patient-Centric Care"
"H00223,Pune Care Hospital 223,Madurai,Multispeciality,978.0,1898.0,73.0,YES,No,No,No,4.7,4.5,3.5,71.0,22.0,66.0,4.8,No,Smart Hospital"
"H00224,Hyderabad Care Hospital 224,Delhi,Private,292.0,1219.0,126.0,No,Yes,No,No,2.3,2.2,3.5,67.0,116.0,60.0,2.9,No,Green Hospital"
"H00225,Pune Care Hospital 225,Jaipur,Government,1279.0,943.0,66.0,Yes,Yes,No,No,3.9,2.8,2.8,92.0,119.0,86.0,3.3,yes,Patient-Centric Care"
"H00226,Pune Care Hospital 226,Hyderabad,Private,428.0,1128.0,99.0,YES,Yes,Yes,Yes,4.0,3.0,4.3,71.0,19.0,89.0,3.7,No,Green Hospital"
"H00227,Kochi Care Hospital 227,Delhi,Government,299.0,1800.0,47.0,yes,Yes,No,Yes,2.6,3.5,4.7,52.0,187.0,75.0,4.3,YES,Smart Hospital"
"H00228,Bengaluru Care Hospital 228,Mumbai,Government,1338.0,1995.0,111.0,YES,YES,No,No,2.7,3.5,4.8,30.0,129.0,63.0,4.6,No,Contactless Healthcare"
"H00229,Mumbai Care Hospital 229,Hyderabad,Private,1087.0,942.0,122.0,YES,No,Yes,No,4.6,3.5,3.5,43.0,173.0,75.0,3.5,Yes,Green Hospital"
"H00230,Chennai Care Hospital 230,Pune,Private,242.0,1112.0,116.0,YES,NO,Yes,No,3.5,3.3,2.8,67.0,153.0,82.0,2.8,No,Contactless Healthcare"
"H00231,Mumbai Care Hospital 231,Kochi,Specialty,416.0,2106.0,9.0,Yes,NO,No,Yes,4.9,3.2,2.4,51.0,184.0,86.0,4.5,Yes,Contactless Healthcare"
"H00232,Delhi Care Hospital 232,Kochi,Specialty,1103.0,642.0,113.0,yes,No,Yes,Yes,4.4,2.7,4.5,67.0,116.0,98.0,5.0,yes,Patient-Centric Care"
"H00233,Hyderabad Care Hospital 233,Mumbai,Multispeciality,1077.0,1128.0,128.0,YES,Yes,Yes,No,4.7,4.2,4.1,90.0,41.0,94.0,4.9,No,IoT Healthcare"
"H00234,Chennai Care Hospital 234,Bengaluru,Specialty,1439.0,619.0,86.0,Yes,YES,Yes,Yes,4.9,2.1,4.6,74.0,136.0,61.0,4.9,YES,Enhanced Security"
"H00235,Jaipur Care Hospital 235,Mumbai,Government,602.0,789.0,90.0,Yes,YES,Yes,Yes,3.2,2.1,2.1,81.0,79.0,90.0,3.3,yes,Green Hospital"
"H00236,Mumbai Care Hospital 236,Delhi,Multispeciality,881.0,2104.0,75.0,No,NO,Yes,No,2.2,2.3,2.9,65.0,116.0,53.0,4.6,Yes,Green Hospital"
"H00237,Jaipur Care Hospital 237,Bengaluru,Specialty,499.0,692.0,132.0,yes,YES,No,Yes,3.0,4.8,4.4,39.0,101.0,80.0,4.9,Yes,Digital Patient Care"
"H00238,Delhi Care Hospital 238,Pune,Specialty,1442.0,2002.0,15.0,No,NO,No,Yes,3.4,4.7,4.7,90.0,59.0,85.0,3.7,yes,Contactless Healthcare"
"H00239,Mumbai Care Hospital 239,Mumbai,Specialty,800.8190675017397,539.0,36.0,Yes,NO,Yes,No,2.7,3.1,3.5,51.0,32.0,66.0,2.8,Yes,Patient-Centric Care"
"H00240,Hyderabad Care Hospital 240,Pune,Government,648.0,1401.0,93.0,yes,No,Yes,Yes,3.6,2.1,2.5,86.0,7.0,53.0,3.1,yes,Unknown"
"H00241,Madurai Care Hospital 241,Jaipur,Specialty,800.8190675017397,1128.0,69.0,YES,YES,No,Yes,2.1,4.1,4.0,81.0,97.0,62.0,2.6,No,IoT Healthcare"
"H00242,Jaipur Care Hospital 242,Chennai,Private,800.8190675017397,1695.0,54.0,YES,Yes,Yes,No,4.3,3.6,3.3,41.0,53.0,93.0,4.1,No,AI Healthcare"
"H00243,Delhi Care Hospital 243,Kochi,Government,800.8190675017397,2114.0,13.0,yes,NO,Yes,No,4.4,2.9,2.6,88.0,215.0,86.0,4.9,Yes,Patient-Centric Care"
"H00244,Madurai Care Hospital 244,Pune,Multispeciality,1041.0,1128.0,121.0,yes,No,No,Yes,2.0,2.2,4.8,44.0,135.0,52.0,2.6,No,Digital Patient Care"
"H00245,Mumbai Care Hospital 245,Hyderabad,Private,800.8190675017397,1554.0,88.0,YES,No,No,No,3.5,2.1,2.3,83.0,172.0,81.0,2.3,yes,Smart Hospital"
"H00246,Chennai Care Hospital 246,Delhi,Multispeciality,1318.0,1838.0,10.0,Yes,YES,No,Yes,2.2,3.4,4.3,89.0,157.0,62.0,4.6,No,Digital Patient Care"
"H00247,Kochi Care Hospital 247,Mumbai,Government,1079.0,1489.0,20.0,Yes,No,No,Yes,2.9,3.5,2.1,39.0,164.0,69.0,4.5,No,IoT Healthcare"
"H00248,Delhi Care Hospital 248,Pune,Specialty,1106.0,1377.0,8.0,yes,No,No,Yes,3.5,3.3,2.3,98.0,80.0,95.0,3.0,YES,Patient-Centric Care"
"H00249,Hyderabad Care Hospital 249,Chennai,Government,1025.0,1128.0,15.0,No,Yes,No,Yes,3.9,2.9,3.8,71.0,168.0,98.0,3.5,YES,AI Healthcare"
"H00250,Delhi Care Hospital 250,Mumbai,Government,995.0,1065.0,85.0,yes,NO,Yes,Yes,2.6,2.6,4.2,31.0,20.0,53.0,4.9,No,Smart Hospital"
"H00251,Kochi Care Hospital 251,Delhi,Specialty,288.0,1992.0,75.0,YES,NO,No,No,3.5,2.3,4.4,97.0,40.0,50.0,2.6,Yes,Contactless Healthcare"
"H00252,Kochi Care Hospital 252,Kochi,Multispeciality,913.0,827.0,65.0,yes,No,No,No,3.0,4.9,4.3,72.0,9.0,76.0,3.1,YES,Unknown"
"H00253,Kochi Care Hospital 253,Hyderabad,Private,1171.0,891.0,135.0,Yes,YES,No,Yes,4.1,2.0,3.6,81.0,116.0,100.0,3.4,yes,Green Hospital"
"H00254,Bengaluru Care Hospital 254,Bengaluru,Specialty,398.0,789.0,118.0,yes,YES,Yes,Yes,3.2,4.5,4.9,54.0,116.0,85.0,4.4,yes,AI Healthcare"
"H00255,Chennai Care Hospital 255,Delhi,Specialty,864.0,133.0,129.0,No,No,No,No,4.7,3.2,3.5,68.0,157.0,100.0,4.7,Yes,Digital Patient Care"
"H00256,Bengaluru Care Hospital 256,Chennai,Multispeciality,84.0,280.0,70.0,yes,No,No,No,2.5,3.9,4.7,93.0,217.0,75.0,4.3,YES,Digital Patient Care"
"H00257,Coimbatore Care Hospital 257,Jaipur,Multispeciality,352.0,1911.0,108.0,yes,YES,No,Yes,3.0,3.9,2.5,31.0,114.0,89.0,3.8,No,Green Hospital"
"H00258,Delhi Care Hospital 258,Hyderabad,Multispeciality,452.0,1128.0,75.0,Yes,Yes,No,Yes,2.7,2.7,3.2,61.0,192.0,82.0,4.4,Yes,Green Hospital"
"H00259,Mumbai Care Hospital 259,Mumbai,Specialty,1313.0,1916.0,148.0,yes,Yes,No,No,2.4,4.2,3.5,83.0,116.0,72.0,4.1,No,AI Healthcare"
"H00260,Pune Care Hospital 260,Hyderabad,Private,101.0,1125.0,11.0,YES,No,No,Yes,4.6,2.2,4.5,60.0,54.0,95.0,4.9,YES,Contactless Healthcare"
"H00261,Mumbai Care Hospital 261,Mumbai,Specialty,689.0,1951.0,35.0,yes,YES,Yes,No,2.5,4.0,2.8,46.0,95.0,53.0,3.5,Yes,Patient-Centric Care"
"H00262,Coimbatore Care Hospital 262,Coimbatore,Multispeciality,96.0,1357.0,86.0,YES,YES,Yes,No,3.6,4.6,2.9,56.0,163.0,72.0,2.0,YES,Enhanced Security"
"H00263,Coimbatore Care Hospital 263,Kochi,Private,1248.0,1338.0,41.0,yes,No,Yes,No,2.2,2.0,3.9,67.0,22.0,67.0,3.8,No,Green Hospital"
"H00264,Bengaluru Care Hospital 264,Kochi,Multispeciality,1389.0,2064.0,75.0,Yes,No,Yes,No,4.3,2.9,3.5,67.0,85.0,62.0,4.2,Yes,Patient-Centric Care"
"H00265,Hyderabad Care Hospital 265,Madurai,Government,1153.0,277.0,84.0,No,NO,No,Yes,4.7,3.8,4.1,53.0,143.0,84.0,3.3,Yes,Green Hospital"
"H00266,Jaipur Care Hospital 266,Delhi,Specialty,95.0,1042.0,150.0,No,Yes,No,No,2.4,2.8,4.8,55.0,109.0,80.0,2.2,yes,Smart Hospital"
"H00267,Pune Care Hospital 267,Hyderabad,Government,763.0,1198.0,25.0,YES,No,Yes,Yes,3.7,2.4,2.7,67.0,72.0,50.0,4.4,No,Green Hospital"
"H00268,Delhi Care Hospital 268,Madurai,Specialty,408.0,319.0,128.0,YES,No,No,Yes,3.5,4.3,2.2,76.0,183.0,85.0,4.8,yes,AI Healthcare"
"H00269,Kochi Care Hospital 269,Hyderabad,Government,171.0,1508.0,15.0,Yes,No,No,No,4.9,3.9,3.0,58.0,159.0,98.0,3.6,No,Patient-Centric Care"
"H00270,Bengaluru Care Hospital 270,Mumbai,Government,800.8190675017397,308.0,92.0,YES,No,No,No,3.5,5.0,3.2,65.0,170.0,75.0,4.2,yes,Digital Patient Care"
"H00271,Jaipur Care Hospital 271,Mumbai,Specialty,151.0,168.0,132.0,YES,YES,Yes,No,3.3,2.7,2.9,93.0,212.0,97.0,3.5,No,Patient-Centric Care"
"H00272,Madurai Care Hospital 272,Hyderabad,Private,381.0,863.0,75.0,yes,YES,No,No,4.0,3.5,3.6,76.0,116.0,56.0,3.5,No,Patient-Centric Care"
"H00273,Hyderabad Care Hospital 273,Pune,Specialty,1246.0,1163.0,49.0,No,NO,No,No,4.5,2.5,3.5,38.0,103.0,75.0,3.5,Yes,Contactless Healthcare"
"H00274,Pune Care Hospital 274,Kochi,Government,158.0,1264.0,47.0,Yes,YES,Yes,No,3.5,4.4,4.9,53.0,111.0,75.0,4.0,Yes,Digital Patient Care"
"H00275,Bengaluru Care Hospital 275,Hyderabad,Specialty,605.0,915.0,89.0,Yes,Yes,No,Yes,3.5,3.0,4.4,67.0,44.0,75.0,4.5,Yes,Contactless Healthcare"
"H00276,Coimbatore Care Hospital 276,Kochi,Private,800.8190675017397,1878.0,53.0,yes,YES,No,No,4.7,3.3,3.1,75.0,132.0,63.0,3.2,YES,Digital Patient Care"
"H00277,Delhi Care Hospital 277,Pune,Government,1029.0,1477.0,59.0,YES,No,Yes,Yes,4.1,5.0,2.5,99.0,76.0,59.0,3.5,Yes,Patient-Centric Care"
"H00278,Hyderabad Care Hospital 278,Mumbai,Private,186.0,1511.0,114.0,YES,No,No,No,4.9,4.7,3.8,62.0,163.0,87.0,5.0,No,Contactless Healthcare"
"H00279,Bengaluru Care Hospital 279,Pune,Specialty,452.0,1128.0,121.0,No,No,Yes,No,2.8,3.3,2.8,56.0,178.0,61.0,3.9,No,IoT Healthcare"
"H00280,Delhi Care Hospital 280,Madurai,Specialty,800.8190675017397,821.0,76.0,Yes,YES,No,No,3.7,4.1,4.3,91.0,191.0,77.0,3.2,YES,AI Healthcare"
"H00281,Hyderabad Care Hospital 281,Kochi,Specialty,182.0,477.0,131.0,yes,No,No,No,2.6,4.9,2.6,81.0,92.0,90.0,2.6,Yes,Patient-Centric Care"
"H00282,Bengaluru Care Hospital 282,Chennai,Government,769.0,1301.0,53.0,YES,Yes,No,No,3.7,3.5,3.0,53.0,129.0,71.0,3.5,No,Green Hospital"
"H00283,Mumbai Care Hospital 283,Hyderabad,Multispeciality,1194.0,1436.0,98.0,yes,Yes,No,No,3.3,2.4,4.9,84.0,29.0,58.0,4.0,Yes,Unknown"
"H00284,Delhi Care Hospital 284,Delhi,Multispeciality,1121.0,521.0,34.0,yes,Yes,No,No,2.8,4.1,3.7,48.0,54.0,91.0,4.2,Yes,Enhanced Security"
"H00285,Mumbai Care Hospital 285,Delhi,Government,1428.0,1241.0,75.0,YES,No,Yes,No,2.0,3.5,3.6,75.0,168.0,51.0,2.5,No,IoT Healthcare"
"H00286,Bengaluru Care Hospital 286,Madurai,Government,1200.0,895.0,47.0,yes,YES,Yes,No,2.6,3.9,3.4,62.0,116.0,89.0,4.3,No,AI Healthcare"
"H00287,Madurai Care Hospital 287,Hyderabad,Specialty,1114.0,1526.0,56.0,YES,Yes,No,No,4.3,3.4,3.1,57.0,89.0,75.0,2.7,Yes,Unknown"
"H00288,Kochi Care Hospital 288,Bengaluru,Government,1339.0,311.0,23.0,yes,Yes,Yes,Yes,2.7,4.7,4.7,67.0,193.0,50.0,4.4,No,Green Hospital"
"H00289,Mumbai Care Hospital 289,Hyderabad,Multispeciality,393.0,1819.0,22.0,Yes,No,No,Yes,2.5,2.9,3.0,96.0,72.0,97.0,2.5,yes,IoT Healthcare"
