Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend
H00183,Chennai Care Hospital 183,Delhi,Specialty,1391,,,yes,Yes,Yes,No,4.1,4.5,3.7,95,,,4.4,Yes,
H00184,Hyderabad Care Hospital 184,Delhi,Specialty,1270,1850,136,Yes,Yes,,No,2.7,2.1,,90,,76,2.7,YES,AI Healthcare
H00185,Pune Care Hospital 185,Chennai,Multispeciality,863,743,126,Yes,No,Yes,Yes,3.7,4.6,3.6,63,39,,3.9,Yes,AI Healthcare
H00186,Coimbatore Care Hospital 186,Pune,Multispeciality,326,328,113,Yes,NO,Yes,Yes,4.8,3,3.7,99,30,76,2.3,YES,Green Hospital
H00187,Mumbai Care Hospital 187,Bengaluru,,829,1661,37,Yes,,Yes,Yes,3.8,3.3,4.8,63,135,78,4.3,YES,Enhanced Security
H00188,Bengaluru Care Hospital 188,Delhi,Specialty,744,962,44,,NO,,Yes,2.5,2.1,3,44,88,81,4.7,No,IoT Healthcare
H00189,Hyderabad Care Hospital 189,Pune,Specialty,1316,765,,YES,Yes,No,Yes,3.1,3.3,2.3,,9,96,3.9,Yes,Digital Patient Care
H00190,Madurai Care Hospital 190,Madurai,,,2198,140,YES,Yes,,Yes,3.4,4.1,2.1,60,133,100,4.1,YES,
H00191,Hyderabad Care Hospital 191,,Private,1300,973,,No,Yes,No,No,3.1,4.4,4.9,64,140,93,3.2,YES,Contactless Healthcare
H00192,Mumbai Care Hospital 192,Kochi,Specialty,144,1373,106,Yes,NO,No,Yes,2.8,,2.1,91,175,53,3.7,No,IoT Healthcare
H00193,Jaipur Care Hospital 193,Coimbatore,Government,398,199,133,Yes,YES,,No,3.9,2.3,3.4,32,213,71,,No,Patient-Centric Care
H00194,Madurai Care Hospital 194,Pune,Multispeciality,1462,1244,131,yes,NO,No,No,3.6,,4.6,61,206,80,4.8,YES,Digital Patient Care
H00195,Bengaluru Care Hospital 195,,Multispeciality,1273,131,44,yes,,No,No,,3.9,4.2,42,171,79,4.8,No,Patient-Centric Care
H00196,Chennai Care Hospital 196,Mumbai,,,2152,36,yes,Yes,No,No,3.8,2.8,3.1,86,160,,4.8,YES,Green Hospital
H00197,Bengaluru Care Hospital 197,Pune,Private,495,1148,,YES,YES,No,Yes,2.7,4.9,2.7,64,183,76,4.3,YES,IoT Healthcare
H00198,Pune Care Hospital 198,Jaipur,Multispeciality,1114,1011,23,No,,No,Yes,,3.3,2.8,48,60,99,3.8,YES,IoT Healthcare
H00199,Bengaluru Care Hospital 199,Madurai,Specialty,486,1100,128,Yes,,Yes,No,3.9,3.5,2.3,97,,55,4.8,Yes,Green Hospital
H00200,Delhi Care Hospital 200,Bengaluru,Multispeciality,,445,20,Yes,NO,No,Yes,4.7,2.8,4.9,60,9,81,3.6,yes,Contactless Healthcare
H00201,Madurai Care Hospital 201,Jaipur,Specialty,,676,42,yes,Yes,No,No,2.3,2.7,3.2,93,211,83,4.6,YES,Smart Hospital
H00202,Coimbatore Care Hospital 202,Jaipur,Specialty,1090,1290,118,No,Yes,No,No,3.2,2.2,3.5,,22,51,,yes,Contactless Healthcare
H00203,Mumbai Care Hospital 203,Pune,Government,605,,136,,Yes,No,No,2.2,3.5,2.8,81,170,,2.5,Yes,Contactless Healthcare
H00204,Delhi Care Hospital 204,Madurai,Specialty,723,,14,Yes,YES,,No,,3.1,2.2,61,213,96,2.9,YES,
H00205,Kochi Care Hospital 205,Coimbatore,,316,1351,,No,Yes,No,Yes,4.8,2,4.3,40,144,76,4.2,,AI Healthcare
H00206,Mumbai Care Hospital 206,Mumbai,Private,393,647,28,Yes,No,No,No,3.5,4.6,2.1,38,22,99,2.3,YES,Digital Patient Care
H00207,Coimbatore Care Hospital 207,Coimbatore,Specialty,715,199,6,YES,YES,Yes,No,2.5,4.1,4.7,90,194,,4.9,Yes,Patient-Centric Care
H00208,Kochi Care Hospital 208,Mumbai,Private,512,1966,,YES,,No,Yes,2.6,4.2,3.3,99,104,89,3.8,yes,Enhanced Security
H00209,Chennai Care Hospital 209,Madurai,,1005,1667,117,,YES,Yes,Yes,3.6,3.3,4.7,64,71,51,2.3,yes,AI Healthcare
H00210,Hyderabad Care Hospital 210,Chennai,Multispeciality,632,1172,27,No,NO,Yes,No,4,4.6,2.4,70,,,,yes,IoT Healthcare
H00211,Pune Care Hospital 211,Chennai,Multispeciality,649,369,84,YES,,Yes,No,2.9,3.8,2.9,47,182,69,4.9,No,Smart Hospital
H00212,Pune Care Hospital 212,Mumbai,Specialty,198,1933,62,yes,Yes,Yes,,,4.5,2.7,38,181,,,YES,Contactless Healthcare
H00213,Chennai Care Hospital 213,Mumbai,Government,1062,1713,47,YES,NO,No,,3.1,2.2,3.3,,105,52,2.9,YES,Patient-Centric Care
H00214,Kochi Care Hospital 214,,Government,1382,135,,yes,YES,No,No,2.3,3.4,2.1,97,23,68,2.8,YES,Green Hospital
H00215,Mumbai Care Hospital 215,Coimbatore,Multispeciality,952,,82,,NO,No,No,4.3,2,,46,193,91,3.8,Yes,Contactless Healthcare
H00216,Chennai Care Hospital 216,Mumbai,Multispeciality,902,2049,,yes,No,,Yes,2.7,2.2,2.4,83,140,73,4.1,Yes,Digital Patient Care
H00217,Delhi Care Hospital 217,Madurai,Multispeciality,,511,78,yes,No,,No,3,4,4.8,59,124,67,3.1,YES,
H00218,Pune Care Hospital 218,Delhi,Specialty,580,2168,137,No,No,Yes,No,4.1,,3.9,75,67,86,3.3,YES,IoT Healthcare
H00219,Jaipur Care Hospital 219,Pune,Specialty,782,2127,63,No,No,Yes,Yes,4.9,3.5,,42,13,67,4.1,YES,Enhanced Security
H00220,Hyderabad Care Hospital 220,,Multispeciality,786,2042,42,yes,Yes,Yes,Yes,4.6,3.1,2.2,93,124,61,3.7,Yes,Green Hospital
H00221,Mumbai Care Hospital 221,Mumbai,Government,649,625,59,No,No,No,No,3.7,4.3,2.2,65,73,68,4.2,yes,IoT Healthcare
H00222,Hyderabad Care Hospital 222,Pune,Multispeciality,1003,1145,52,YES,YES,No,No,2.2,4.5,2.2,63,184,82,4,YES,Patient-Centric Care
H00223,Pune Care Hospital 223,Madurai,,978,1898,73,YES,,,No,4.7,4.5,3.5,71,22,66,4.8,,Smart Hospital
H00224,Hyderabad Care Hospital 224,Delhi,Private,292,1219,126,No,Yes,No,No,2.3,2.2,,,,60,2.9,,Green Hospital
H00225,Pune Care Hospital 225,Jaipur,Government,1279,943,66,Yes,Yes,No,No,3.9,2.8,2.8,92,119,86,3.3,yes,Patient-Centric Care
H00226,Pune Care Hospital 226,,Private,428,,99,,Yes,Yes,Yes,4,3,4.3,71,19,89,3.7,No,Green Hospital
H00227,Kochi Care Hospital 227,Delhi,Government,299,1800,47,yes,Yes,No,Yes,2.6,,4.7,52,187,,4.3,YES,Smart Hospital
H00228,Bengaluru Care Hospital 228,Mumbai,,1338,1995,111,YES,YES,No,No,2.7,3.5,4.8,30,129,63,4.6,No,Contactless Healthcare
H00229,Mumbai Care Hospital 229,Hyderabad,Private,1087,942,122,YES,,Yes,No,4.6,3.5,,43,173,75,,Yes,Green Hospital
H00230,Chennai Care Hospital 230,Pune,Private,242,1112,116,YES,NO,Yes,No,,3.3,2.8,,153,82,2.8,No,Contactless Healthcare
H00231,Mumbai Care Hospital 231,Kochi,Specialty,416,2106,9,Yes,NO,No,Yes,4.9,3.2,2.4,51,184,86,4.5,Yes,Contactless Healthcare
H00232,Delhi Care Hospital 232,Kochi,Specialty,1103,642,113,yes,,Yes,,4.4,2.7,4.5,,,98,5,yes,Patient-Centric Care
H00233,Hyderabad Care Hospital 233,Mumbai,Multispeciality,1077,,128,YES,Yes,Yes,No,4.7,4.2,4.1,90,41,94,4.9,No,IoT Healthcare
H00234,Chennai Care Hospital 234,Bengaluru,Specialty,1439,619,86,Yes,YES,Yes,Yes,4.9,2.1,4.6,74,136,61,4.9,YES,Enhanced Security
H00235,Jaipur Care Hospital 235,Mumbai,Government,602,789,90,Yes,YES,Yes,Yes,3.2,2.1,2.1,81,79,90,3.3,yes,Green Hospital
H00236,Mumbai Care Hospital 236,Delhi,Multispeciality,881,2104,,No,NO,Yes,No,2.2,2.3,2.9,65,,53,4.6,Yes,Green Hospital
H00237,Jaipur Care Hospital 237,Bengaluru,Specialty,499,692,132,yes,YES,No,Yes,3,4.8,4.4,39,101,80,4.9,Yes,Digital Patient Care
H00238,Delhi Care Hospital 238,Pune,Specialty,1442,2002,15,No,NO,No,Yes,3.4,4.7,4.7,90,59,85,3.7,yes,Contactless Healthcare
H00239,Mumbai Care Hospital 239,Mumbai,,,539,36,Yes,NO,Yes,No,2.7,3.1,,51,32,66,2.8,Yes,Patient-Centric Care
H00240,Hyderabad Care Hospital 240,Pune,Government,648,1401,93,yes,,Yes,,3.6,2.1,2.5,86,7,53,3.1,yes,
H00241,Madurai Care Hospital 241,Jaipur,Specialty,,1128,69,YES,YES,No,Yes,2.1,4.1,4,81,97,62,2.6,,IoT Healthcare
H00242,Jaipur Care Hospital 242,Chennai,Private,,1695,54,,Yes,Yes,No,4.3,3.6,3.3,41,53,93,4.1,No,AI Healthcare
H00243,Delhi Care Hospital 243,Kochi,Government,,2114,13,yes,NO,Yes,No,4.4,2.9,2.6,88,215,86,4.9,Yes,Patient-Centric Care
H00244,Madurai Care Hospital 244,Pune,Multispeciality,1041,,121,yes,No,,Yes,2,2.2,4.8,44,135,52,2.6,,Digital Patient Care
H00245,Mumbai Care Hospital 245,,Private,,1554,88,,,No,No,,2.1,2.3,83,172,81,2.3,yes,Smart Hospital
H00246,Chennai Care Hospital 246,Delhi,Multispeciality,1318,1838,10,Yes,YES,,Yes,2.2,3.4,4.3,89,157,62,4.6,No,Digital Patient Care
H00247,Kochi Care Hospital 247,Mumbai,Government,1079,1489,20,Yes,No,No,Yes,2.9,3.5,2.1,39,164,69,4.5,No,IoT Healthcare
H00248,Delhi Care Hospital 248,Pune,Specialty,1106,1377,8,yes,,No,,3.5,3.3,2.3,98,80,95,3,YES,Patient-Centric Care
H00249,Hyderabad Care Hospital 249,Chennai,Government,1025,,15,No,Yes,No,Yes,3.9,2.9,3.8,71,168,98,,YES,AI Healthcare
H00250,Delhi Care Hospital 250,Mumbai,,995,1065,85,yes,NO,Yes,Yes,2.6,2.6,4.2,31,20,53,4.9,No,Smart Hospital
H00251,Kochi Care Hospital 251,Delhi,Specialty,288,1992,,YES,NO,No,No,,2.3,4.4,97,40,50,2.6,Yes,Contactless Healthcare
H00252,Kochi Care Hospital 252,Kochi,Multispeciality,913,827,65,yes,No,No,No,3,4.9,4.3,72,9,76,3.1,YES,
H00253,Kochi Care Hospital 253,,Private,1171,891,135,Yes,YES,No,Yes,4.1,2,3.6,81,,100,3.4,yes,Green Hospital
H00254,Bengaluru Care Hospital 254,Bengaluru,Specialty,398,789,118,yes,YES,Yes,Yes,3.2,4.5,4.9,54,,85,4.4,yes,AI Healthcare
H00255,Chennai Care Hospital 255,Delhi,Specialty,864,133,129,No,No,No,No,4.7,3.2,,68,157,100,4.7,Yes,Digital Patient Care
H00256,Bengaluru Care Hospital 256,Chennai,Multispeciality,84,280,70,yes,No,No,No,2.5,3.9,4.7,93,217,75,4.3,YES,Digital Patient Care
H00257,Coimbatore Care Hospital 257,Jaipur,Multispeciality,352,1911,108,yes,YES,No,Yes,3,3.9,2.5,31,114,89,3.8,No,Green Hospital
H00258,Delhi Care Hospital 258,Hyderabad,,452,,,Yes,Yes,No,Yes,2.7,2.7,3.2,61,192,82,4.4,Yes,Green Hospital
H00259,Mumbai Care Hospital 259,Mumbai,Specialty,1313,1916,148,yes,Yes,,No,2.4,4.2,,83,,72,4.1,,AI Healthcare
H00260,Pune Care Hospital 260,,Private,101,1125,11,,,No,Yes,4.6,2.2,4.5,60,54,95,4.9,YES,Contactless Healthcare
H00261,Mumbai Care Hospital 261,Mumbai,Specialty,689,1951,35,yes,YES,Yes,No,2.5,4,2.8,46,95,53,,Yes,Patient-Centric Care
H00262,Coimbatore Care Hospital 262,Coimbatore,Multispeciality,96,1357,86,YES,YES,Yes,No,3.6,4.6,2.9,56,163,72,2,YES,Enhanced Security
H00263,Coimbatore Care Hospital 263,Kochi,Private,1248,1338,41,yes,,Yes,No,2.2,2,3.9,,22,67,3.8,,Green Hospital
H00264,Bengaluru Care Hospital 264,Kochi,Multispeciality,1389,2064,,Yes,No,Yes,No,4.3,2.9,,,85,62,4.2,Yes,Patient-Centric Care
H00265,Hyderabad Care Hospital 265,Madurai,Government,1153,277,84,No,NO,No,Yes,4.7,3.8,4.1,53,143,84,3.3,Yes,Green Hospital
H00266,Jaipur Care Hospital 266,Delhi,Specialty,95,1042,150,No,Yes,No,No,2.4,2.8,4.8,55,109,80,2.2,yes,Smart Hospital
H00267,Pune Care Hospital 267,,Government,763,1198,25,YES,No,Yes,Yes,3.7,2.4,2.7,,72,50,4.4,,Green Hospital
H00268,Delhi Care Hospital 268,Madurai,Specialty,408,319,128,YES,,No,Yes,,4.3,2.2,76,183,85,4.8,yes,AI Healthcare
H00269,Kochi Care Hospital 269,,Government,171,1508,15,Yes,No,No,No,4.9,3.9,3,58,159,98,3.6,No,Patient-Centric Care
H00270,Bengaluru Care Hospital 270,Mumbai,Government,,308,92,YES,No,No,No,3.5,5,3.2,65,170,,4.2,yes,Digital Patient Care
H00271,Jaipur Care Hospital 271,Mumbai,Specialty,151,168,132,,YES,Yes,No,3.3,2.7,2.9,93,212,97,,,Patient-Centric Care
H00272,Madurai Care Hospital 272,,Private,381,863,,yes,YES,No,No,4,,3.6,76,,56,3.5,,Patient-Centric Care
H00273,Hyderabad Care Hospital 273,Pune,Specialty,1246,1163,49,No,NO,No,No,4.5,2.5,,38,103,,,Yes,Contactless Healthcare
H00274,Pune Care Hospital 274,Kochi,Government,158,1264,47,Yes,YES,Yes,No,,4.4,4.9,53,111,,4,Yes,Digital Patient Care
H00275,Bengaluru Care Hospital 275,Hyderabad,Specialty,605,915,89,Yes,Yes,No,,,3,4.4,,44,,4.5,Yes,Contactless Healthcare
H00276,Coimbatore Care Hospital 276,Kochi,Private,,1878,53,yes,YES,No,No,4.7,3.3,3.1,75,132,63,3.2,YES,Digital Patient Care
H00277,Delhi Care Hospital 277,Pune,Government,1029,1477,59,YES,No,Yes,Yes,4.1,5,2.5,99,76,59,,Yes,Patient-Centric Care
H00278,Hyderabad Care Hospital 278,Mumbai,Private,186,1511,114,YES,,No,No,4.9,4.7,3.8,62,163,87,5,No,Contactless Healthcare
H00279,Bengaluru Care Hospital 279,Pune,Specialty,452,,121,No,No,Yes,No,2.8,3.3,2.8,56,178,61,3.9,No,IoT Healthcare
H00280,Delhi Care Hospital 280,Madurai,,,821,76,Yes,YES,No,No,3.7,4.1,4.3,91,191,77,3.2,YES,AI Healthcare
H00281,Hyderabad Care Hospital 281,Kochi,Specialty,182,477,131,yes,No,No,No,2.6,4.9,2.6,81,92,90,2.6,Yes,Patient-Centric Care
H00282,Bengaluru Care Hospital 282,Chennai,Government,769,1301,53,YES,Yes,No,No,3.7,,3,53,129,71,,,Green Hospital
H00283,Mumbai Care Hospital 283,,Multispeciality,1194,1436,98,yes,Yes,No,No,3.3,2.4,4.9,84,29,58,4,Yes,
H00284,Delhi Care Hospital 284,Delhi,Multispeciality,1121,521,34,yes,Yes,No,No,2.8,4.1,3.7,48,54,91,4.2,Yes,Enhanced Security
H00285,Mumbai Care Hospital 285,Delhi,Government,1428,1241,,YES,No,Yes,No,2,,3.6,75,168,51,2.5,No,IoT Healthcare
H00286,Bengaluru Care Hospital 286,Madurai,Government,1200,895,47,yes,YES,Yes,No,2.6,3.9,3.4,62,,89,4.3,,AI Healthcare
H00287,Madurai Care Hospital 287,,Specialty,1114,1526,56,YES,Yes,No,No,4.3,3.4,3.1,57,89,,2.7,Yes,
H00288,Kochi Care Hospital 288,Bengaluru,Government,1339,311,23,yes,Yes,Yes,Yes,2.7,4.7,4.7,,193,50,4.4,,Green Hospital
H00289,Mumbai Care Hospital 289,Hyderabad,Multispeciality,393,1819,22,Yes,,No,Yes,2.5,2.9,3,96,72,97,2.5,yes,IoT Healthcare
H00290,Kochi Care Hospital 290,,Private,463,182,33,YES,No,No,No,4.5,2.4,4.3,86,141,98,4,Yes,AI Healthcare
H00291,Jaipur Care Hospital 291,Pune,Specialty,590,1462,13,No,No,Yes,Yes,3.6,4.2,3.5,76,212,65,4.8,Yes,AI Healthcare
H00292,Bengaluru Care Hospital 292,Bengaluru,Government,284,1549,59,No,NO,No,No,4.2,3.2,5,91,96,98,2.7,YES,IoT Healthcare
H00293,Bengaluru Care Hospital 293,Delhi,Multispeciality,,607,6,YES,Yes,No,No,2.2,3,2.6,59,105,,3.3,No,Contactless Healthcare
H00294,Bengaluru Care Hospital 294,Jaipur,Specialty,1292,1782,37,No,NO,Yes,No,2.9,2.4,2.2,,23,86,4.7,Yes,AI Healthcare
H00295,Mumbai Care Hospital 295,Madurai,,,301,96,No,No,No,No,3.4,,2.2,92,153,94,4.5,No,Green Hospital
H00296,Hyderabad Care Hospital 296,Mumbai,Specialty,707,971,33,YES,YES,Yes,Yes,3.7,4.3,3.1,72,148,77,2.7,No,AI Healthcare
H00297,Madurai Care Hospital 297,Madurai,Multispeciality,1076,1779,73,Yes,NO,Yes,Yes,4.4,2.4,2.2,91,,92,2.8,YES,Enhanced Security
H00298,Kochi Care Hospital 298,Madurai,Multispeciality,280,1697,,Yes,Yes,No,Yes,3.2,2.5,3.2,95,12,99,3.4,yes,Enhanced Security
H00299,Jaipur Care Hospital 299,Chennai,Specialty,1092,1085,,No,Yes,Yes,No,,5,4.7,60,,74,2.7,YES,Enhanced Security
H00300,Coimbatore Care Hospital 300,Jaipur,Specialty,365,1939,88,YES,YES,No,No,2.6,2.8,4.7,94,192,74,2.2,No,Contactless Healthcare
H00301,Mumbai Care Hospital 301,,Private,1397,821,146,Yes,YES,No,No,2.6,3.7,4.1,80,8,97,3,YES,AI Healthcare
H00302,Delhi Care Hospital 302,Bengaluru,Multispeciality,375,736,146,YES,YES,Yes,No,2.9,4.5,3.2,87,177,93,4.8,YES,
H00303,Hyderabad Care Hospital 303,Chennai,Government,1203,,85,YES,No,No,Yes,3.4,2.6,3.1,72,99,79,3.7,yes,Patient-Centric Care
H00304,Coimbatore Care Hospital 304,Mumbai,,163,1174,120,No,NO,No,No,4.5,3.9,3.8,90,63,98,3.8,YES,Contactless Healthcare
H00305,Bengaluru Care Hospital 305,Bengaluru,Private,1076,2119,92,YES,Yes,Yes,,4.7,2,,76,215,70,3.3,No,AI Healthcare
H00306,Pune Care Hospital 306,Jaipur,,682,1348,49,yes,Yes,Yes,,3.6,4.6,,74,13,55,3.6,YES,Contactless Healthcare
H00307,Mumbai Care Hospital 307,Hyderabad,Private,1014,2195,37,YES,YES,Yes,Yes,3.2,3.9,2.3,46,23,78,2.4,yes,Contactless Healthcare
H00308,Madurai Care Hospital 308,Pune,Private,1125,2091,,YES,No,No,Yes,,,3,75,15,89,3.8,No,
H00309,Pune Care Hospital 309,Pune,Multispeciality,1287,98,77,YES,Yes,Yes,Yes,4,4.2,4.9,87,,67,3,YES,Contactless Healthcare
H00310,Mumbai Care Hospital 310,Chennai,Multispeciality,822,1582,86,YES,NO,No,Yes,4.2,4.8,4.2,69,5,59,4.9,No,
H00311,Mumbai Care Hospital 311,Mumbai,Private,186,352,7,No,YES,No,,2.3,3.9,5,42,50,80,3.4,yes,IoT Healthcare
H00312,Bengaluru Care Hospital 312,Hyderabad,Government,1335,1074,10,No,No,Yes,No,3.8,4.4,3.8,52,196,51,3.5,yes,AI Healthcare
H00313,Jaipur Care Hospital 313,Coimbatore,Government,82,1844,52,No,YES,Yes,No,3.5,4.2,4.3,68,69,100,2.9,Yes,Digital Patient Care
H00314,Bengaluru Care Hospital 314,Madurai,Specialty,870,1577,138,Yes,YES,No,No,3.2,2.7,4.9,82,219,95,,No,Enhanced Security
H00315,Madurai Care Hospital 315,Coimbatore,Private,1151,891,94,yes,YES,No,Yes,3.7,3.9,5,55,23,,2.8,YES,Digital Patient Care
H00316,Hyderabad Care Hospital 316,Jaipur,Specialty,1190,145,,No,No,Yes,Yes,4.2,2,4.3,95,145,94,4.1,Yes,Digital Patient Care
H00317,Madurai Care Hospital 317,Mumbai,Government,1433,1856,103,yes,NO,No,No,2.8,4.5,3.4,47,125,81,4.2,yes,Smart Hospital
H00318,Delhi Care Hospital 318,Chennai,Government,99,627,60,,YES,No,No,5,4.3,3.6,40,218,,2.6,YES,Contactless Healthcare
H00319,Coimbatore Care Hospital 319,Kochi,Multispeciality,229,,47,Yes,YES,Yes,No,3.5,3.1,4.8,61,158,96,,YES,IoT Healthcare
H00320,Bengaluru Care Hospital 320,Delhi,Multispeciality,179,1873,123,,Yes,Yes,,2,4.2,2.9,56,195,60,3.6,No,Patient-Centric Care
H00321,Madurai Care Hospital 321,Bengaluru,Government,1275,411,62,Yes,YES,Yes,No,2.7,3.5,2,32,113,50,2.3,Yes,Enhanced Security
H00322,Delhi Care Hospital 322,Pune,Private,182,77,139,YES,No,,,2.8,3,4.9,76,217,61,3.7,YES,IoT Healthcare
H00323,Kochi Care Hospital 323,Chennai,Specialty,1169,1440,44,No,NO,,Yes,,3.6,4.8,59,141,89,3,yes,Patient-Centric Care
H00324,Jaipur Care Hospital 324,Jaipur,Government,1106,993,68,Yes,Yes,Yes,Yes,4,2.5,4.5,62,153,,4.6,,Smart Hospital
H00325,Delhi Care Hospital 325,Chennai,Multispeciality,1251,110,14,No,NO,No,Yes,,2.8,3.8,35,122,96,4,YES,AI Healthcare
H00326,Jaipur Care Hospital 326,Mumbai,Private,843,1942,26,YES,YES,No,No,,3.3,2.3,68,136,69,3.8,YES,IoT Healthcare
H00327,Kochi Care Hospital 327,Madurai,Specialty,654,1869,56,YES,NO,Yes,No,4.3,3.9,3,62,136,83,2.7,No,Smart Hospital
H00328,Delhi Care Hospital 328,Chennai,Private,,1087,56,No,NO,Yes,Yes,,,2.4,61,100,82,2.3,yes,Digital Patient Care
H00329,Delhi Care Hospital 329,Coimbatore,Specialty,1332,276,15,yes,NO,Yes,Yes,4.2,3.9,3.5,62,7,51,3.2,yes,Patient-Centric Care
H00330,Delhi Care Hospital 330,,,824,278,49,No,,No,Yes,3.2,2.8,2.5,84,141,69,2.3,yes,AI Healthcare
H00331,Hyderabad Care Hospital 331,Madurai,Specialty,,60,60,Yes,NO,No,No,4.8,,2.5,,,94,4.8,Yes,Enhanced Security
H00332,Chennai Care Hospital 332,Mumbai,Private,744,1916,113,YES,YES,,Yes,4.9,4,4.1,87,,100,4.2,No,Smart Hospital
H00333,Kochi Care Hospital 333,Madurai,Government,98,1863,107,Yes,,Yes,No,3.2,4.7,3.1,36,136,54,3.3,YES,Digital Patient Care
H00334,Pune Care Hospital 334,Coimbatore,,793,2187,52,,YES,Yes,No,3.9,2.2,3,70,87,76,4.5,YES,IoT Healthcare
H00335,Delhi Care Hospital 335,Delhi,Government,230,1712,25,YES,YES,Yes,,2.1,3.2,4,79,52,51,3.3,Yes,
H00336,Hyderabad Care Hospital 336,Madurai,Multispeciality,1025,1301,76,YES,No,Yes,Yes,3.5,,,73,161,57,3.8,,Enhanced Security
H00337,Mumbai Care Hospital 337,Coimbatore,,1335,1730,130,Yes,YES,Yes,Yes,4.1,3.7,3.9,48,,51,2,No,IoT Healthcare
H00338,Pune Care Hospital 338,Coimbatore,Private,666,1885,113,YES,No,Yes,No,4.8,2.5,2.7,31,173,74,4.8,,Contactless Healthcare
H00339,Jaipur Care Hospital 339,Jaipur,Multispeciality,746,1041,87,Yes,YES,No,Yes,2.2,,3.1,88,109,95,4.3,yes,Patient-Centric Care
H00340,Kochi Care Hospital 340,Madurai,Specialty,513,915,103,yes,YES,Yes,No,,3.9,4.8,71,113,99,4.3,No,Enhanced Security
H00341,Hyderabad Care Hospital 341,Kochi,Multispeciality,468,447,72,Yes,NO,No,Yes,3.6,4.8,4.5,68,97,52,3.2,YES,Smart Hospital
H00342,Chennai Care Hospital 342,Kochi,Private,1332,1832,45,YES,,Yes,No,,3.7,4.6,69,198,96,2.2,Yes,
H00343,Hyderabad Care Hospital 343,Jaipur,Government,523,508,148,Yes,,No,No,2.5,3.1,3.3,93,57,,,yes,Digital Patient Care
H00344,Madurai Care Hospital 344,Pune,Multispeciality,1486,1463,7,YES,No,No,Yes,,4.8,,56,,85,4.7,YES,
H00345,Mumbai Care Hospital 345,Mumbai,,1220,518,52,yes,,Yes,No,4.8,2.6,3.7,,104,71,4.7,Yes,Patient-Centric Care
H00346,Kochi Care Hospital 346,Jaipur,,1016,108,139,No,Yes,No,Yes,5,3.1,2.3,85,106,66,3,No,Digital Patient Care
H00347,Delhi Care Hospital 347,,Multispeciality,682,2182,147,No,,Yes,Yes,4.8,4.5,2.7,89,14,100,4.9,Yes,Green Hospital
H00348,Delhi Care Hospital 348,Pune,Specialty,,99,145,yes,No,Yes,Yes,3.8,4.2,4.2,37,96,79,3.5,YES,Smart Hospital
H00349,Mumbai Care Hospital 349,Kochi,Multispeciality,443,342,117,YES,No,Yes,No,2.5,,5,61,36,62,2.2,No,Green Hospital
H00350,Kochi Care Hospital 350,Mumbai,Specialty,937,633,149,Yes,,Yes,No,3.2,,3.3,86,10,94,3.6,YES,Patient-Centric Care
H00351,Jaipur Care Hospital 351,Kochi,Private,907,1743,106,No,Yes,Yes,Yes,3.3,3.7,4.8,92,107,100,4.2,YES,AI Healthcare
H00352,Coimbatore Care Hospital 352,,Private,1281,,114,No,No,No,Yes,2.2,,4.5,97,48,98,2.8,Yes,Digital Patient Care
H00353,Delhi Care Hospital 353,Bengaluru,Multispeciality,1321,,135,yes,No,Yes,No,3.6,4.3,,72,8,97,2.6,YES,Smart Hospital
H00354,Mumbai Care Hospital 354,Kochi,Government,636,,102,,NO,Yes,Yes,3.7,4,3.3,,19,80,,No,Enhanced Security
H00355,Hyderabad Care Hospital 355,Delhi,Private,210,1539,35,,YES,No,,,3.9,2.5,75,16,50,4.9,Yes,Contactless Healthcare
H00356,Pune Care Hospital 356,Hyderabad,Government,365,,48,yes,No,No,Yes,4.3,4.6,2.4,,108,73,,Yes,Digital Patient Care
H00357,Pune Care Hospital 357,Hyderabad,Government,803,885,49,No,YES,No,No,2.7,3,2.1,78,205,71,4.7,,Enhanced Security
H00358,Coimbatore Care Hospital 358,Mumbai,Multispeciality,432,171,95,yes,NO,Yes,No,,3.8,3.2,76,156,81,2.5,yes,IoT Healthcare
H00359,Kochi Care Hospital 359,Delhi,Multispeciality,,727,21,YES,Yes,No,,4.7,2.2,4.4,54,54,78,3,yes,
H00360,Bengaluru Care Hospital 360,Bengaluru,Government,960,2106,24,,,No,,2.2,3,4.9,81,54,65,3.7,yes,Enhanced Security
H00361,Delhi Care Hospital 361,Mumbai,,799,1040,90,,NO,No,Yes,,2.4,4.1,44,31,75,4.7,Yes,Digital Patient Care
H00362,Pune Care Hospital 362,Jaipur,Specialty,960,1037,77,YES,Yes,Yes,Yes,2.6,4.6,3.9,57,160,55,3.3,No,AI Healthcare
H00363,Chennai Care Hospital 363,Coimbatore,Multispeciality,1040,535,136,Yes,No,,,3.6,4.1,2.9,60,161,71,4.3,No,Contactless Healthcare
H00364,Kochi Care Hospital 364,Coimbatore,Multispeciality,1194,,,No,No,Yes,,4.3,2.9,2.6,99,89,93,3.7,No,Contactless Healthcare
